disease_name,gene_name
red blood cell density measurement,SEMA3F; E2F2; TFAP2B; TRAF3IP3; HFE; TSPAN9; ANK1; KITLG; LY75; BCAS1; PKN2; SLK; PPP2R5A; ZFAT; KLF6; IRAG1; EIF4G3; HOXA9; EDN1; PTPRC; MECOM; ANKRD10; MYO15A; TGM1; PHGDH; SORBS1; HIVEP1; FBXO7; GALNT16; SUSD6; HNF4A; JAG1; SMAD7; PIEZO1; SALL1; ZNF106; TRPS1; KCNN4; DOT1L; H2AZ2; CAV1; RIGI; GLIS3; RPS6KB1; PPARGC1A; C11orf58; ACAD10; HBS1L; CCND3; GMDS; VEGFA; FBRSL1; PDE8B; SLC12A7; CPEB4; FOXP1; EPB41L5; SPTBN1; ID2; NR5A2; MYCL; SLC2A1; MTFR1L; CCDC92; PTPA; SLC46A2; ATAD2B; NKX2-3; KANSL1; RCL1; MYOT; FKBP9; ARL4A; ACO1; ITPR2; PREX1; PLCG1; TOX2; PSD4; BCL11B; AKAP9; HIP1; KDR; A4GALT; SPECC1; PODXL; EIF2AK4; ALDH1A2; CSRP3; EGLN3; PLPPR3; TULP4; AFDN; GATA5; AMPD3; SBF2; SPIRE1; RERG; NREP; FBXO21; TBX3; LMO2; CD164; TBC1D4; MED4; TNS3; HCRTR2; SPPL2A; SHROOM3; ESR2; TLE3; PCSK6; TAF4B; IMPA2; MISP3; BRD4; RCN3; PRDM16; MEIS1; CCNA2; NKD2; PIK3R1; IQGAP2; ZAN; VLDLR; NFIB; ZNF462; SNX30; TCF7L2; PLCB3; TBX6; ITPR1; CACNA1C; ME3; WWC2; ZFP36L2; PFKM; GJA1; ACOXL; BCL2L11; NDUFAF6; KIT; AUTS2; SIM2; IRX6; DHRS3; RFTN2; FZD5; CHCHD4; ZDHHC19; TERT; CITED2; ANKRD55; ZNF704; SOX17; HNF4G; UNCX; CLIC4; ZFPM2; UBE2E3; HAS2; PRKCE; UGT2B7; PTGER4; ZNF217; JMJD1C; KLF11; FAM222B; ABO; CTDSP2; PTPN2; UNC119B; BET1L; PLEC; CIITA; ZNF572; TENT5C; ZNRF3; ZBTB40; CLCNKB; DLK1; IKZF1; CDIN1; TMPRSS6; FOCAD; TRRAP; PTPN1; TRIM33; CCER1; FAM114A1; PRIM1; BAZ1A; SAMD9; LBH; EMP2; ITGA1; CCDC192; CEBPA; LY75-CD302; FMN1; FNTB; GJA5; JARID2; MAP4K3; MAP4K5; EHD3; ZRANB1; SLC7A9; RAI14; MYO16; ARID1B; ATP2B4; TAF2; MPPED2; ATP11A; ADGRF5; TRIB2; TFRC; REXO1; CDC14A; MEF2C; ATP8B1; XRN2; MAP3K20; ITPR3; MAPK1; BIK; CBX7; PNPLA3; TUBB1; ACSBG1; BNIP3L; GRB10; SUSD1; LHX3; ZMIZ1; SYNGR2; SLC2A9; ST3GAL4; C11orf21; SOX6; PARP11; SLC16A10; KAT2B; CBLB; TFCP2L1; ST3GAL5; FHL2; PRKD3; KCNC4; GADD45A; WLS; PROX1; CCND2; BCL11A; PLS1; TBX2; PIK3CA; SHLD2; CHURC1-FNTB; HOXD10; CGNL1; RIPK3; XPO7; ZBTB46; TAF4; ZNF236; SLC7A10; CASZ1; KHDRBS3; RBM38; SLC14A2; POMP; STARD13; BMAL1; NGF; PRR5L; EGLN1; LAMC1; ANP32B; GMPR; SMAD6; DYNC2LI1; KIF20B; FGF5; BMPR1B; ETV6; ACVRL1; ARMH4; IRF8; TMC6; RNPEPL1; KCNH1; PLEKHA6; CTDSPL; LPP; TNFAIP8; GFOD1; RSPO3; AGBL3; UGCG; HERC4; LRMDA; MIPOL1; DST; MCHR2; ACMSD; SEMA3D; ANGPT1; C21orf91; PLCL2; NRG1; WIPI2; AGAP1; RUNX1; HSF2BP; MYL3; TAL1; RYBP; ABCA1; GFI1B; ARHGEF40; ZFYVE1; LIPC; DENND2B; NKX3-1; IRF2BP2; MFSD2A; IRS1; ZEB2; GYPA; USP38; IRX1; CHD7; NEUROD2; BCL2; PTEN; SYNPO; PRL; AFF1; PPP1R3B; HEG1; UGT8; SMIM19; ACSF3; METRNL; WSB2; TCIM; ZBTB7A; GIMAP7; SERTAD2; PNPLA1; ADO; RAD51B; UBE2E2; MEX3B; PLA2G6; MAML2; FAM43A; IFITM2; PGBD2; IRS2; WWOX; TMEM72; WNT7B; ESRRG; TLE1; C20orf203; TOP1; L3MBTL3; OR10Z1; ZYG11A; ITSN1; PPP1CB; SMIM1; TNFRSF13B; MRPL33; STMP1; GDF2; EGLN2; SMIM41; GPRC5A; FUT8; RRM2B; LIMCH1; TSPAN32; ABCA7; nan; RORA; SEMA3C; FBLN1; TPX2; ABCC6; TF; JAK2; SOS2; FOXF1; SQLE; FCGRT; PDCD5; SP4; PRKAG2; AK1; NFKB1; ZBTB16; CEP164; SERINC1; HDDC2; NCOA7; BACH2; PLSCR4; RSRP1; KLF7; TCF21; KLF9; TJP2; ETF1; BICC1; ACADS; PCK1; SOX4; RREB1; PAX8; OVOL2; KLF16; EPO; ZC3H4; PPARG; CTIF; COL4A2; CD36; MDM2; NUDT15; GYPC; HMGA1; KIF11; SENP7; BMP2K; SLC39A8; KLRG1; ZFHX3; SKAP1; PTPRF; AFF3; PKP4; SLC25A37; GSDMC; SESN3; FOXO1; THRB; EDNRA; NR3C2; PTPN14; SETBP1; MBNL1; UBASH3B; FGD5; RASA2; HK1; ERG; FMNL2; CLDN14; HLCS; BTG2; RSPH1; ITIH3; USP1; ADGRL4; TRIM58; FCGR3B; OTUD4; RICTOR; KCNK5; USP49; GTF2A1; TAF3; STXBP4; WDR72; COG1; TK1; FAM234A; SLC20A2; MFF; MN1; RGS14; NRG4; BRD3; B3GNT2; TPD52L3; PKHD1; SOCS5; SP3; CHRNA9; SUGCT; ZBTB38; CA8; MAF; ZFPM1; MACIR; GLRX5; GAS6; CEP57L1; KLHL25; KCNJ12; RNLS; ARL15; ZFP36L1; FOXD2; MAPT; MITF; NAP1L1; PRKAR1B; NDOR1; ARID2; LONP1; NOL4L; SPRED2; CAPZA2; CENPW; KLRC2; CLCN6; HEBP1; CPS1; CC2D2A; DGAT2; MEF2A; ARHGAP10; GTF3C1; B4GALT1; MAP3K1; CREM; BCL2L13; PPP4R3A; TOX3; MCM4; KLF1; CXCL12; CUL2; HLF; QKI; PDE10A; AAK1; C2orf42; FBXL5; KLF12; DNMT3A; TNFRSF10B; ABCC11; KL; PKIB; TAF5L; PIGC; SUCLA2; BZW2; NARS2; FAM13A; DUSP6; RHOF; DHX38; SSH2; ATP8B2; CDCA7; CDKAL1; GSN; TEX9; ZNF827; TCF7L1; LARP1; FCHO2; CDA; VAV2; PPP1R21; CGGBP1; SLC15A2; HTR4; SLC13A4; MARCHF8; C11orf65; SMAD3; ULK4; AKAP13; MTSS1; ZBTB21; TRIB1; CHD2; RALGAPA1; CTBP2; ATR; MLXIP; PFAS; NRIP1; TMEM252; PTTG1IP; EP400; ACTRT3; SP140L; UBE2H; HMGB1; ITSN2; NOS1AP; MAFB; HBM; HNRNPA1L3
refractive error,CHDH; GRAMD1B; TRAM1; CDKN3; FLT1; VIPR2; POU6F2; PDE10A; GMDS; TJP2; NPC2; BICC1; COL10A1; BMP4; APOE; SLC14A2; CNDP2; VAV3; SIX3; RASGEF1B; SNRPF; NCOA2; ACP1; GABRR1; CCZ1B; ST18; TCF7L2; LRRC4C; GRIA4; BMP3; PTPRR; KCTD15; KCNMA1; TDRD9; GJD2; ALPG; IGFBP7; TMEM161B; ZMAT4; LRFN5; FBN1; ZEB2; FRMPD2; GRIK1; CHD7; CD34; MYO1D; ADAMTSL1; NRIP1; NOG; OPCML; KIRREL1; DRD1; KCNQ5; MAGI2; CD55; MVB12B; GRM3; TOX; L3MBTL3; LBH; GOLGA8B; CDRT15; PRSS56; ARMS2; TFAP2B; ZIC2; RASGRF1; ADAM11; RBFOX1; LIPG; SP4; KAZALD1; ARHGAP21; ST8SIA1; PRDM13; HHLA2; ABTB1; GPD2; EFEMP1; ITPR2; PZP; PDE11A; LOXL1; DPP6; RDH5; RCBTB1; APH1B; SCAF11; BCAS3; COL6A1; BARHL2; ZNF462; THRB; GXYLT1; L3MBTL4; SLC16A1; NFIA; ANTXR2; ADAMTS9; TMC1; QSOX2; API5; SNTB1; PCCA; DSCAML1; ZBTB38; C14orf39; KCNA4; NTM; GRIN2A; SIX6; RNLS; SGCZ; SESTD1; GK2; LAMA2; ANKRD28; ZC3H11B; PLEKHM1; RD3L; GRIN2B; PAX6; AGPS; SNAP91; TRIB2; FNDC3B; MEF2C; C1GALT1; SEPTIN4; ABI3; AREG; AMOTL2; CLU; BMP2; RALY; HIVEP3; TBC1D5; MYCN; TFAP2A; ETNK1; ARHGAP18; CDHR1; ANK3; TAFA4; SLC45A2; SFXN1; GNGT2; DYNLRB2; CDH2; DSCAM; NT5DC1; PCGF5; SOX2; FAAP100; PPARA; TEAD1; SHISA6; ARID2; ALKAL2; MYO18A; CHRNG; TFAP2D; DCN; USP2; MPPED2; DOCK9; OCA2; CABP5; TGFBR1; KLF12; SLF2; GGACT; SLC39A8; LRMDA; FLI1; MSI2; CNTNAP5; DYNC1I1; MAD2L1; JCAD; CTNNB1; COL4A3; ECEL1; PDE3A; CTBP2; A2M; ZNF366; PLD5; GPC6; SEPTIN9; WNT7B; CFAP299; RORB; FAM240C
refractive error measurement,PTBP1; DCN; CCDC88C; IGF1; WWTR1; TLL1; ZIC2; ALX4; KCNQ1; RASGRF1; NAV3; NUCB2; SMG6; SEMA3A; RBFOX1; ADAMTS2; MAP3K1; PCSK5; BMP7; FGF9; FLT1; INTS6; CEMIP; POLR1F; VIPR2; GRB10; SFRP4; KANK1; MPDZ; NCOA7; TENT5A; SLC27A6; EFEMP1; IGFBP5; MLPH; TNP1; CCND2; MXI1; TSHZ3; GHSR; BBS9; BICC1; STIL; COL10A1; RUNX2; MYRF; BMP4; HIVEP3; KDM4B; HERC2; LOXL1; INS-IGF2; COL5A1; ATXN10; CNDP2; CABLES1; PDGFRA; ARHGAP32; RDH5; NHSL1; CHRND; WNT10A; ARMC9; ADAMTS7; LMX1B; TFAP2A; PI15; SORL1; LRPPRC; RASGEF1B; FBN2; SCAF11; LRIG3; CELA1; GALNT6; STON2; IGF1R; ADAMTS18; CDH11; COL6A1; COL6A2; HMCN1; COL8A1; ADAMTS16; ADAMTS19; RSPO2; PARD3; RGR; ADAM12; LRRC4C; HMGA2; FOXO1; FLI1; TCF7L1; GRIA4; CWC27; ASAP1; LRRK1; PIEZO2; SLC16A1; ADAMTS3; ERG; SLC37A3; FMNL2; BABAM2; CRYAA; SLC1A7; ZNF281; ANTXR2; FBLN2; KIF6; MICU2; NXN; STXBP6; COL4A3; RSPO1; FRMPD2; PKHD1; TSNARE1; COL24A1; VAT1L; STOX2; GLIS1; MYO1D; NCKAP5; ZBTB38; ADAMTSL1; LCORL; NRIP1; PCGF5; SOX2; PLAG1; KCNA4; TMEM119; FBXL7; NOG; KIRREL1; SIX6; SEPTIN9; RNLS; PBX1; MINAR2; THSD4; PEAR1; WNT7B; SHISA6; FAT4; CD55; TOX; L3MBTL3; MAFB; TRAF3IP1; LBH; ZC3H11B; PRSS56; SCARF2; SERPINE3; BAHCC1; GRAMD1B; LTBP1; DKK3; RIMBP2; SNAP91; CAPZB; MAEA; TTC28; GLI3; GLIS3; SH2B3; NUDT12; THBS4; GPD2; STAT1; EDEM3; TJP2; NPC2; CENPK; PZP; EMILIN2; SLC14A2; GGACT; RCBTB1; IGF2BP3; MYOF; FAM13A; BARHL2; PSEN2; CREB5; TCF7L2; ARID5B; ME3; FRMD4A; BMP3; SCN3A; WNT7A; WIF1; KCNMA1; SAMD8; GJD2; PKDCC; HAAO; TAFA4; SCRG1; ZMAT4; GNGT2; HEXIM2; FAM110B; DCDC1; MLXIP; ZNF169; C14orf39; GPHB5; RAD51B; MXRA7; TAFA1; FBXL22; PJA2; RORB; C16orf95; GRIN2B; TFAP2B; USP2; ZFHX4; PCNX1; COBL; ABI3; MANBA; CCDC91; PDE11A; TNS3; SMAD6; BCAR3; APH1B; SHROOM3; NCOA2; PRDM16; LRMDA; ANKRD1; SETBP1; WNT4; COQ8A; ADAMTS9; DNALI1; BMPER; FBN1; IGF2; ACAA2; SEMA3E; AKAP13; NBEA; KCNQ5; LAMA2; SERPINA1; LRIT2; CROCC2; WNT16; CALCRL; FGFR3; CYP26A1; CDKN3; C1GALT1; POU6F2; KAZALD1; VEGFA; SMNDC1; CYP1B1; NR3C2; DLC1; PEX2; DSCAML1; NT5DC1; UNC5C; CYP26C1; MFRP
renal system measurement,MPPED2; NRXN2; PKD2; LPP; UNCX; WDR72; PDILT; GATM; MAF; MECOM; SHROOM3; KBTBD8; UMOD; RSPO3; GNAS; SLC2A9; PAX8
respiratory system disease,PRKCQ; RORA; OSBPL3; PTPRC; IQCH; ITGB8; ITK; IL18R1; TNFAIP3; AHI1; IL33; CYP1B1; RORC; ITPKB; OTULINL; TSLP; TNFAIP8; CFAP418; SEPTIN8; NRROS; MUC16; TMEM232; ZNF652; BCL3; IL4R; GATA3; IL1RL1; ID2; IRF1; TSPAN8; EEFSEC; FADS2; PRR5L; LRRC32; PEX14; ADAMTSL3; STAT6; SMAD3; TLR1; CEP295NL; SLC9A4; ZFP36L1; CARD11; CD247; ELAVL2; PTP4A1; SLC9A2; WDR36; PLXNC1; LPP; IL7R; NPNT; SDR9C7; OVOL1; RAD51B; ABCB5; RTEL1-TNFRSF6B; TIMP2; TFRC; IRAG1; TBX21; MECOM; NFKBIA; BACH2; UBAC2; GJA1; HHEX; JAZF1; ADORA1; DAGLB; TBL1XR1; D2HGDH; SPATA32; SOCS3; ZBTB10
respiratory tract infectious disorder,TBC1D4; ZNF652; STEAP1B; UCHL3; IRF1; SMAD3; CRP; IL33; IL1RL1; LANCL2; WDR36; GAL3ST2
response to bronchodilator,RIN3; PKD2L1; HHIP; TGFB2; CHRNA5; MMP12; SHD; SGCD; CYP2A6; ZNF432; DBH; FAM13A
response to radiation,DNAH5; AGT; KCND3; NALF1; TANC1; SNED1; CEP128; MTNR1B; FSHR; PROX1
response to selective serotonin reuptake inhibitor,AUTS2; CYP2C19; HS6ST3; VSTM5; PRAG1; CCSER2; PLXNC1; FAM204A; MSRA; YEATS4; MLIP; GRIK2; PDZRN4; TMEM196; TRIML1; SEMA3C; CELF4; REEP3; TRIML2
response to statin,RP1; ASIC2; ZPR1; HMGCR; RGS2; ABCG2; CCND2; INSIG2; CCDC93; TCF12; CDKAL1; ABCA1; BRWD3; IRF2BP2; PCSK9; EMP2; NPC1L1; PNPLA3; ST3GAL4; G6PC1; SLCO1B1; ABCA8; ABCG8; TIMD4; CDKN2B; HHEX; NOS3; CLMN; ABO; GLTPD2; TMEM255B; UBXN2B; HPR; NPFFR2; APOB; GCKR; CETP; PIR; DUSP4; LDLR; APOE; ANKRD17; COX16; HNF1A; CELSR2; SLC22A3; TCF7L2; NAT2; SKI; USP24; PXK; TRIB1; ENTHD1; ZFPM1; BCAM; LPA; MYLIP; LIPG; HBS1L; VEGFA; N4BP2L1; CDKN2A; FAM90A1; PPP1R3B; GAS6; MAFB; TM6SF2; SYNJ2BP-COX16
response to vaccine,MNAT1; SLC15A1; EVX1; CD46; PIWIL1; PUS7L; IFI44L; CNTN5; PTPRD; KCNMA1; PDE7B; HLA-DPB1; DNAAF10; LTBP1; ARHGAP10; HECW2; RHBDD1; MKX; DYNC1I1; CTBP2; KCND2; WT1; SPOCK3; BCO2; TAP2; C6orf15; ATP10A; ARHGAP31; PMP22; PNO1; NBAS; ROBO1; KCND3; CYCS; BTNL2; CXorf51A; GRIN2B; PRKCQ; COL4A4; PDE4D; CRYGD; DUSP26; AGBL3; ZNF827; MEX3C; ZHX2; HLA-DRA; CXorf51B
resting heart rate,GAB2; TNS1; KLHL42; PPARGC1A; SYT10; GNB4; FRMD4B; MEF2D; CD46; NGDN; MYH11; DGLUCY; SOX5; LMO4; KIAA1755; B3GNT7; TBX20; PDE3A; CHRM2; NKX2-5; FLRT2; SLC35F1; CALCRL; GNG11; APOC1; HCN4; PPFIA2; HMGA2; CACNA1C; GJA1; CCDC141; ADGRV1; ZFPM2; BMP8A; SCN5A; RNF220; MYH6; ARHGAP10; GCKR; GPATCH2; MET; KCNJ5; CASZ1; CDH11; GAREM1; GATA6; PLB1; ARHGEF40; CDH2; ZHX3; RGS6; SCN10A; DPF3; CSKMT; ZNF800; ADCK1; SREBF1; TRIP6; PABPC4; RIN3; PMP22; SGIP1; EEFSEC; MICAL2; FBXL17; RASSF3; TP53I11; PLN
restless legs syndrome,TOX3; MEIS1; CCDC148; ZNF804B; BTBD9; MYT1; CCDC167; RANBP17; ATP2C1; SLC40A1; UNCX; MICALL2; LMO1; SEMA6D
reticulocyte count,SLC4A1; AP2B1; SPATA20; CCDC124; E2F2; MLXIPL; HFE; PTBP1; EHD3; SLC45A4; ANK1; SLC18A1; CDH1; ADRB1; LAMA3; SYNE2; PPP1R12A; HDAC7; ATP11A; STON1-GTF2A1L; ERLEC1; SPTB; WIPI1; ATP2B1; TRIB2; TFRC; IGF2BP2; PICALM; GLI2; FNDC3B; PLD1; RAP1GAP; AMPH; TNS1; FDFT1; STX7; COBLL1; NUFIP1; CD82; MAST2; EIF2AK1; ZFAND6; PPP1R15A; PGS1; GMCL1; GP6; SMOX; SIGLEC1; RPH3A; RCOR1; CBX5; MAP3K1; NRP1; PRTFDC1; TSPAN15; MYO9B; PATZ1; MYH9; MYBL2; TUBB1; JAG1; LPIN2; RIOK3; KPNA3; VWA8; USP10; PIEZO1; ACSBG1; EHD4; EYA1; TRPS1; BNIP3L; PLEKHA4; KLF1; CAV1; TFR2; MEGF9; ARHGAP21; LARP4B; ZMIZ1; PPIF; KLF3; ZPR1; ST3GAL4; CARS1; SOX6; C11orf58; METAP2; SH2B3; NCOA7; TREML2; HBS1L; CCND3; VEGFA; CPEB4; BCL6; COL7A1; ITGA4; ASB3; USP34; ABCB6; ID2; BIRC6; RND3; ARID3A; IVNS1ABP; RSRP1; ALDH8A1; FOXO3; CCDC92; DCAF4; ATAD2B; BCL11A; NKX2-3; C10orf88; PLS1; TMEM131L; EEPD1; BICC1; SSPN; ITPR2; CCDC91; DDX39A; ADGRE5; NFE2; ACVR1C; CTCFL; PEPD; RREB1; IRF1; BMP2; FAM83C; FGFRL1; SEM1; SPINK2; SPECC1; SLC44A2; QRICH2; RHBDF2; AANAT; INS-IGF2; TULP4; CLIP1; ZNF317; ACSS2; PPARG; TBC1D14; WBP2; RBM38; TMCC2; GPALPP1; SEC14L4; SWAP70; AMPD3; SLCO1B1; KLRC1; HNF1A; CD164; TMBIM1; REV1; FLNB; TNS3; BZW2; EPRS1; GYPC; GMPR; FHDC1; NARS2; CYP19A1; ADCY3; DTNB; FAM117B; BLTP1; BMP2K; EGF; WDR20; DNAJA4; TPM1; DEF8; COPS3; nan; TMC6; EIF4A3; CNIH4; ASXL2; FABP2; PLK2; MYLK4; RSPO3; SLC25A37; CDKN2B; CDKN2A; ALAD; MINDY3; TCF7L2; FERMT3; CD226; FOXO1; ENKUR; THRB; KCNE4; SETBP1; PELO; BCL2L11; RMND5A; CMIP; CHD1; UBASH3B; RETREG1; DIPK1A; LARP1; MIDEAS; KIT; PALM2AKAP2; SKI; WIPI2; EIF5B; CDA; BTG2; PLPP3; TRIM58; FLVCR1; DENND2D; KBTBD8; SPTA1; RYBP; ADAMTS9; ZDHHC19; ARFIP1; CITED2; SPIDR; YWHAZ; SYK; ABCA1; MARCHF8; ZCCHC24; GFI1B; ARHGAP42; SGPL1; DENND2B; RIMKLB; A2ML1; IRF2BP2; INPP5D; IRS1; BRD3; GYPA; KBTBD2; INSR; BCL2; TLN2; ZNF217; JMJD1C; C5orf34; BPGM; HECTD4; BNC2; GLRX; DMRT2; PPP1R3B; TRIB1; NABP1; NUDT4; YPEL2; ABO; LPL; UBE2O; MYO1D; BEND3; ZHX2; RFLNA; FBXO34; GIMAP7; ZFPM1; GAS1; F2R; ZNF746; PLAG1; COPG1; ARL6IP4; SLC25A21; AFMID; TENT5C; DGCR6; TBK1; NUDT14; KCNJ12; SEPTIN9; ZBTB40; FAM43A; ARL15; DLK1; ZFP36L1; LYG2; IKZF1; THNSL1; IRS2; DLEU7; ANKRD46; RXRA; SMIM29; EMID1; TMPRSS6; C2orf88; SEMA4D; DNAH17; NDOR1; RHCE; CNR2; LITAF; PLXNB2; ADH1B; STRN3; NOL4L; SERPINA1; KANK2; CFD; PLCG2; VPS13A; KEL; CD2AP; BAZ1A; LTN1; DZIP3; RORB; TMEM235; ATXN2; HBM; S1PR3; ITGA1; SH3D21; EML6; NPIPB2; ZSCAN31; SMIM1; SLFN14; CEBPA; GYPB; PRKDC; FNTB; KLF14; S1PR2; RPS10-NUDT3; NATD1; EXOC3L2; SLC22A16; ABCB4; BAIAP3; ZNF800; ATP11B; ATP2B4; MXD1; WNK1; CDH3; TSPAN32; SLC12A2; EYA2; SBNO2; ENO1; ACTB; APBB1IP; SLC1A3; FAT1; GCKR; KIF9; MAPKAPK5; FXYD5; DEPDC5; AP1B1; MTMR3; CDKN3; RGCC; MCM4; PDCD5; CD33; ITGB8; NOD1; NFKB1; CORO1C; BYSL; LY86; KAT2B; CSPG5; FN1; GLS; WNT6; HMGCL; STMN1; PROX1; ABCG2; YIPF4; GNA13; RCL1; MYCT1; TBX2; FKBP9; C4BPA; CDH26; S1PR4; NR1D1; TRPV5; MGAT3; A4GALT; KIF1C; PLPPR3; GIMAP4; KRBA1; CA1; MICAL2; TRPM1; KIAA1614; PIGC; USP37; LRCH1; MYC; UBAP2; BUD13; YAP1; RAB1A; TET1; FGD4; SRP14; USP3; GATA6; SLC14A1; FOXK2; MISP3; RCN3; MEIS1; LPP; PDGFC; PIK3R1; IQGAP2; EGFR; ZC3HAV1L; GNRH1; CNNM2; SCGB1A1; ENDOD1; SLX4IP; TBX6; MIPOL1; WWC2; ZFP36L2; RBMS1; ANGPT1; FBXL18; HKDC1; HK1; FCHO2; KCNJ15; CABP1; WDR19; SPPL3; CALM3; LSS; SLC45A1; COQ8A; ARHGAP25; U2SURP; GASK1B; ANAPC10; OTUD4; RICTOR; ANKRD55; GPER1; NKX6-3; VSTM4; SPIC; GALR1; IGF2; MMADHC; STXBP6; PXDC1; ZEB2; KLF13; NFRKB; HSPA4; GAA; HOPX; ZNF131; OR9G4; PDE3A; ZFAND4; DCP2; SP3; RGMB; P2RY2; RMI2; LCORL; CDH5; C1orf105; CCBE1; TMEM50A; PTP4A3; RHD; TMEM72; ALKAL2; WDSUB1; PPIA; SLC30A10; TLE1; SIRPA; HIBCH; TMEM116; L3MBTL3; MACO1; TBC1D8; SLFN12L; ACOT6; ARHGEF28; SLC12A8; TNFRSF13B; STON1; NUDT3; GRIFIN; CELSR3; MUSK; ARHGAP31; LSG1; HDAC9; ZFAT; ST6GAL1; SCARF1; PTPRC; STK17B; TUT7; BLVRB; EIF5; HERC1; FCGRT; GCDH; SP4; WASL; SUSD1; MANBA; ELF2; HSPA8; TCIRG1; VWF; SRSF9; QKI; GMDS; PCDH12; AMOTL2; INO80D; GGCX; ASH1L; SLC2A1; CCND2; RAD23B; DNMT3A; NT5C3A; DCAF10; GDAP1L1; PCK1; BANF2; CHURC1-FNTB; APOE; ACTN4; EMILIN2; FIGNL1; PDZD2; SPOCD1; ANP32B; GIPC2; RHOF; FTO; TCF25; RNPEPL1; RGL1; LYPLAL1; SCD5; TNFAIP8; TMEM18; CYRIB; TSEN2; ADAMTSL3; MRAS; MED27; SYCE2; PRKAA2; PAQR3; HELQ; ERMAP; H2AZ1; ABCE1; DAGLB; SVEP1; ANGPTL4; GCSAML; CRADD; CLIC4; TIGD4; IRX1; KCNK3; ABLIM3; SNX31; ATR; LSMEM2; SERTAD2; PLCB1; CMKLR2; ZNF703; FFAR4; ZSCAN23; MESP2; LCTL; PCNX3; COLGALT2; GRM3; MFSD2B; SIPA1; EIF6; BCKDHA; LINC02218; GATC; SIGLEC5; CEP68; RUNX3; VCAN; RAI14; ITIH4; SCARB1; ACAT1; HSP90AA1; PITPNM2; COL9A3; RPS6KA5; PSMB5; DNAJA3; KCTD9; AIMP2; PEX12; YWHAE; RANGRF; PTPMT1; ACAP2; STRN; MYCL; VAMP8; SV2C; ZMIZ2; ACADS; CENPK; PLCG1; DLGAP5; EIF2AK4; KLF16; HELZ2; FOXP4; IGF1R; IMPA2; NFIC; CDCA7; OSMR; GFOD1; LRMDA; TENM4; TMCO3; ABCB9; CACNA1C; JAZF1; NFIA; CGGBP1; EBF1; CRK; ADRB2; SERPINB9; LMOD2; PTEN; SPHK1; MAMSTR; OR13D1; PER1; OR5AK2; PPIL6; ARL17A; MTARC1; HBA2; PLEKHG4; TSC22D2; HRH1; MAP3K5; HNRNPAB; LPAR1; NAP1L4; KCNU1; ZC3H11B; PLEKHM1; LSM14A; BCL2L2-PABPN1
